ip,method,url,status,size,user_agent,hour_of_day
54.77.181.41,0,0,304,0,6,9
180.179.174.219,0,1,404,336,4,9
54.77.181.41,0,0,304,0,6,9
54.77.181.41,0,0,304,0,6,9
54.165.193.198,0,0,304,0,0,9
54.165.193.198,0,0,304,0,0,9
54.165.193.198,0,0,304,0,0,9
54.165.193.198,0,0,304,0,0,9
54.165.193.198,0,0,404,319,0,9
54.165.193.198,0,0,404,332,0,9
180.179.174.219,0,1,404,338,4,9
54.165.193.198,0,0,404,331,0,9
54.165.193.198,0,0,404,333,0,9
54.165.193.198,0,0,404,331,0,9
54.165.193.198,0,0,404,328,0,10
54.77.181.41,0,0,404,335,6,10
54.77.181.41,0,0,404,332,6,10
180.179.174.219,0,1,404,338,4,10
54.77.181.41,0,0,404,334,6,10
54.77.181.41,0,0,404,331,6,10
54.77.181.41,0,0,404,336,6,10
180.179.174.219,0,1,404,340,4,10
54.77.181.41,0,0,404,333,6,10
54.77.181.41,0,0,404,334,6,10
180.179.174.219,0,1,404,336,4,10
54.77.181.41,0,0,404,331,6,10
119.252.76.162,0,0,200,490,0,10
54.77.181.41,0,0,404,331,6,10
180.179.174.219,0,1,304,0,4,10
54.77.181.41,0,0,404,328,6,10
119.252.76.162,0,0,304,0,0,10
180.179.174.219,0,1,404,333,4,10
119.252.76.162,0,0,404,346,0,10
119.252.76.162,0,0,404,345,0,10
119.252.76.162,0,0,404,324,0,10
54.183.198.11,0,0,404,318,6,10
54.183.198.11,0,0,304,0,6,10
119.252.76.162,0,0,404,339,0,10
84.208.15.12,0,0,304,0,0,10
54.183.198.11,0,0,304,0,6,10
54.183.198.11,0,0,304,0,6,10
84.208.15.12,0,0,304,0,0,10
54.183.198.11,0,0,404,337,6,10
119.252.76.162,0,0,404,338,0,10
84.208.15.12,0,0,304,0,0,10
54.183.198.11,0,0,404,336,6,10
84.208.15.12,0,0,304,0,0,10
84.208.15.12,0,0,404,319,0,10
54.183.198.11,0,0,404,338,6,10
119.252.76.162,0,0,404,337,0,10
119.252.76.162,0,0,404,340,0,10
84.208.15.12,0,0,404,332,0,10
54.183.198.11,0,0,404,336,6,10
54.183.198.11,0,0,404,333,6,10
84.208.15.12,0,0,404,331,0,10
119.252.76.162,0,0,404,338,0,10
84.208.15.12,0,0,404,333,0,10
84.208.15.12,0,0,404,331,0,10
119.252.76.162,0,0,404,339,0,10
119.252.76.162,0,0,404,337,0,10
84.208.15.12,0,0,404,328,0,10
119.252.76.162,0,0,404,336,0,10
119.252.76.162,0,0,404,339,0,10
119.252.76.162,0,0,404,340,0,10
54.173.51.151,0,1,304,0,8,10
54.173.51.151,0,1,304,0,8,10
54.173.51.151,0,1,304,0,8,10
54.173.51.151,0,1,304,0,8,10
54.173.51.151,0,1,404,324,8,10
54.173.51.151,0,1,404,340,8,10
54.173.51.151,0,1,404,337,8,10
54.173.51.151,0,1,404,346,8,10
128.118.46.238,0,1,200,951,12,10
54.173.51.151,0,1,404,339,8,10
54.173.51.151,0,1,404,336,8,10
54.173.51.151,0,1,404,345,8,10
54.173.51.151,0,1,404,339,8,10
54.173.51.151,0,1,404,336,8,10
54.173.51.151,0,1,404,345,8,10
54.173.51.151,0,1,404,336,8,10
54.173.51.151,0,1,404,333,8,10
54.173.51.151,0,1,404,342,8,10
119.252.76.162,0,0,404,341,0,10
184.173.149.15,1,1,403,0,11,10
119.252.76.162,0,0,304,0,0,10
119.252.76.162,0,0,404,338,0,10
119.252.76.162,0,0,304,0,0,10
119.252.76.162,0,0,404,336,0,10
119.252.76.162,0,0,404,339,0,10
119.252.76.162,0,0,404,336,0,10
119.252.76.162,0,0,404,333,0,10
104.131.60.81,0,1,200,1768,107,10
5.9.121.213,0,1,200,182,43,10
5.9.121.213,0,1,200,596854,108,10
188.226.139.174,0,0,404,318,6,10
188.226.139.174,0,0,304,0,6,10
188.226.139.174,0,0,304,0,6,10
188.226.139.174,0,0,304,0,6,10
188.226.139.174,0,0,304,0,6,10
188.226.139.174,0,0,404,340,6,10
188.226.139.174,0,0,404,337,6,10
64.94.67.35,0,1,200,951,12,10
188.226.139.174,0,0,404,339,6,10
188.226.139.174,0,0,404,336,6,10
188.226.139.174,0,0,404,341,6,10
188.226.139.174,0,0,404,338,6,10
188.226.139.174,0,0,404,339,6,10
188.226.139.174,0,0,404,336,6,10
188.226.139.174,0,0,404,336,6,10
188.226.139.174,0,0,404,333,6,10
54.175.76.214,0,0,304,0,10,10
54.175.76.214,0,0,304,0,10,10
54.175.76.214,0,0,304,0,10,10
54.175.76.214,0,0,304,0,10,10
54.175.76.214,0,0,404,324,10,10
54.175.76.214,0,0,404,340,10,10
54.175.76.214,0,0,404,337,10,10
54.175.76.214,0,0,404,339,10,10
54.175.76.214,0,0,404,336,10,10
54.175.76.214,0,0,404,341,10,10
54.175.76.214,0,0,404,338,10,10
54.175.76.214,0,0,404,339,10,10
54.175.76.214,0,0,404,336,10,10
166.78.194.100,0,0,200,2592,12,10
54.175.76.214,0,0,404,336,10,10
54.175.76.214,0,0,404,333,10,10
119.9.66.19,0,1,200,951,12,10
69.43.196.140,0,1,200,2582,12,10
69.43.196.140,0,1,200,9307,12,10
80.91.33.133,0,0,304,0,1,11
85.10.198.22,0,1,304,0,4,11
80.91.33.133,0,0,304,0,5,11
50.57.209.100,0,0,304,0,4,11
193.35.11.125,0,1,200,996,109,11
80.91.33.133,0,0,304,0,1,11
80.91.33.133,0,0,304,0,5,11
50.57.209.100,0,0,304,0,4,11
85.10.198.22,0,1,304,0,4,11
50.57.209.100,0,0,304,0,4,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,304,0,5,11
50.57.209.100,0,0,404,335,4,11
148.251.131.250,0,1,304,0,4,11
172.20.20.30,0,1,304,0,4,11
80.91.33.133,0,0,304,0,1,11
80.91.33.133,0,0,304,0,5,11
50.57.209.100,0,0,404,332,4,11
85.10.198.22,0,1,304,0,4,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,304,0,5,11
50.57.209.100,0,0,404,334,4,11
80.91.33.133,0,0,304,0,5,11
148.251.131.250,0,1,304,0,4,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,304,0,1,11
172.20.20.30,0,1,304,0,4,11
80.91.33.133,0,0,304,0,1,11
50.57.209.100,0,0,404,331,4,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,324,1,11
80.91.33.133,0,0,304,0,5,11
87.85.173.82,1,1,403,0,11,11
50.57.209.100,0,0,404,336,4,11
80.91.33.133,0,0,304,0,5,11
148.251.131.250,0,1,304,0,4,11
80.91.33.133,0,0,304,0,1,11
80.91.33.133,0,0,304,0,5,11
50.57.209.100,0,0,404,333,4,11
80.91.33.133,0,0,304,0,5,11
172.20.20.30,0,1,304,0,4,11
80.91.33.133,0,0,404,324,5,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,324,5,11
80.91.33.133,0,0,404,340,1,11
50.57.209.100,0,0,404,334,4,11
87.85.173.82,1,1,403,0,11,11
80.91.33.133,0,0,304,0,5,11
152.90.220.18,0,0,304,0,4,11
217.168.17.158,0,1,304,0,2,11
217.168.17.158,0,0,304,0,2,11
50.57.209.100,0,0,404,331,4,11
80.91.33.133,0,0,304,0,5,11
217.168.17.158,0,0,404,332,2,11
148.251.131.250,0,1,404,337,4,11
217.168.17.158,0,1,404,337,2,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,324,5,11
80.91.33.133,0,0,304,0,1,11
50.57.209.100,0,0,404,331,4,11
80.91.33.133,0,0,304,0,5,11
172.20.20.30,0,1,404,340,4,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,324,5,11
80.91.33.133,0,0,404,340,5,11
50.57.209.100,0,0,404,328,4,11
54.191.136.177,0,1,200,951,9,11
87.85.173.82,0,1,404,319,11,11
80.91.33.133,0,0,404,340,5,11
80.91.33.133,0,0,404,337,1,11
80.91.33.133,0,0,304,0,5,11
217.168.17.158,0,1,304,0,2,11
80.91.33.133,0,0,404,324,5,11
148.251.131.250,0,1,404,336,4,11
80.91.33.133,0,0,304,0,5,11
148.251.193.163,0,1,304,0,4,11
5.153.24.140,1,1,200,0,11,11
93.180.71.3,0,0,304,0,0,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,340,5,11
80.91.33.133,0,0,304,0,1,11
80.91.33.133,0,0,404,324,1,11
80.91.33.133,0,0,304,0,5,11
172.20.20.30,0,1,404,337,4,11
217.168.17.158,0,0,304,0,2,11
87.85.173.82,1,1,200,0,11,11
80.91.33.133,0,0,404,340,5,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,337,5,11
80.91.33.133,0,0,404,337,5,11
54.84.108.161,0,1,200,2576,9,11
80.91.33.133,0,0,404,339,1,11
93.180.71.3,0,0,304,0,0,11
80.91.33.133,0,0,404,340,5,11
5.153.24.140,0,1,404,332,11,11
148.251.131.250,0,1,404,338,4,11
148.251.193.163,0,1,304,0,4,11
54.72.39.202,0,1,200,951,9,11
54.64.16.235,0,1,304,0,10,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,304,0,5,11
80.91.33.133,0,0,404,337,5,11
80.91.33.133,0,0,404,340,1,11
217.168.17.158,0,1,404,339,2,11
114.80.245.62,0,1,200,26318005,32,11
80.91.33.133,0,0,404,318,6,11
5.9.120.130,0,1,304,0,4,11
80.91.33.133,0,0,304,0,5,11
93.180.71.3,0,0,304,0,0,11
172.20.20.30,0,1,404,339,4,11
87.233.229.242,0,1,304,0,8,11
80.91.33.133,0,0,304,0,5,11
87.85.173.82,1,1,200,0,11,12
80.91.33.133,0,0,404,337,5,12
5.153.24.140,0,1,404,331,11,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,404,336,1,12
148.251.193.163,0,1,304,0,4,12
148.251.131.250,0,1,404,336,4,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,304,0,5,12
80.91.33.133,0,0,304,0,1,12
80.91.33.133,0,0,404,337,5,12
54.187.216.43,0,1,200,951,9,12
80.91.33.133,0,0,404,324,5,12
54.234.221.196,0,1,200,951,9,12
217.168.17.158,0,0,404,334,2,12
54.67.24.218,0,1,200,2578,9,12
80.91.33.133,0,0,304,0,5,12
93.180.71.3,0,0,304,0,0,12
80.91.33.133,0,0,404,339,5,12
5.9.120.130,0,1,304,0,4,12
87.233.229.242,0,1,304,0,8,12
80.91.33.133,0,0,304,0,8,12
80.91.33.133,0,0,304,0,6,12
93.180.71.3,0,0,404,324,0,12
80.91.33.133,0,0,404,337,1,12
54.64.16.235,0,1,304,0,10,12
80.91.33.133,0,0,304,0,5,12
54.206.71.242,0,1,200,2578,9,12
5.153.24.140,0,1,404,339,11,12
172.20.20.30,0,1,404,336,4,12
80.91.33.133,0,0,404,324,5,12
80.91.33.133,0,0,304,0,5,12
87.85.173.82,0,1,404,333,11,12
148.251.131.250,0,1,404,333,4,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,404,341,1,12
80.91.33.133,0,0,404,339,5,12
217.168.17.158,0,1,304,0,2,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,304,0,1,12
80.91.33.133,0,0,404,339,5,12
87.233.229.242,0,1,304,0,8,12
80.91.33.133,0,0,404,340,5,12
5.9.120.130,0,1,304,0,4,12
93.180.71.3,0,0,404,340,0,12
5.153.24.140,1,1,200,0,11,12
80.91.33.133,0,0,304,0,5,12
80.91.33.133,0,0,304,0,6,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,304,0,8,12
80.91.33.133,0,0,404,324,5,12
80.91.33.133,0,0,404,339,1,12
172.20.20.30,0,1,404,341,4,12
217.168.17.158,0,0,304,0,2,12
80.91.33.133,0,0,304,0,5,12
87.85.173.82,0,1,404,332,11,12
80.91.33.133,0,0,404,340,5,12
87.233.229.242,0,1,304,0,8,12
80.91.33.133,0,0,404,341,5,12
80.91.33.133,0,0,404,324,5,12
80.91.33.133,0,0,404,338,1,12
87.233.229.242,0,1,404,324,8,12
93.180.71.3,0,0,404,337,0,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,304,0,1,12
80.91.33.133,0,0,404,336,5,12
5.153.24.140,0,1,404,334,11,12
80.91.33.133,0,0,404,337,5,12
54.64.16.235,0,1,304,0,10,12
80.91.33.133,0,0,404,341,5,12
80.91.33.133,0,0,304,0,6,12
80.91.33.133,0,0,404,341,5,12
80.91.33.133,0,0,304,0,8,12
80.91.33.133,0,0,404,336,1,12
172.20.20.30,0,1,404,338,4,12
93.180.71.3,0,0,404,339,0,12
87.233.229.242,0,1,404,337,8,12
80.91.33.133,0,0,404,340,5,12
80.91.33.133,0,0,404,337,5,12
54.186.10.255,0,1,200,951,9,12
5.153.24.140,0,1,404,324,11,12
87.85.173.82,0,1,404,340,11,12
152.90.220.18,0,1,304,0,4,12
80.91.33.133,0,0,404,339,1,12
80.91.33.133,0,0,404,338,5,12
80.91.33.133,0,0,404,340,5,12
80.91.33.133,0,0,304,0,1,12
80.91.33.133,0,0,404,341,5,12
80.91.33.133,0,0,404,341,5,12
80.91.33.133,0,0,404,324,1,12
80.91.33.133,0,0,304,0,6,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,304,0,8,12
80.91.33.133,0,0,404,338,5,12
80.91.33.133,0,0,404,324,8,12
80.91.33.133,0,0,404,338,5,12
172.20.20.30,0,1,404,339,4,12
80.91.33.133,0,0,404,341,1,12
87.233.229.242,0,1,404,336,8,12
93.180.71.3,0,0,404,336,0,12
54.64.16.235,0,1,304,0,10,12
87.85.173.82,1,1,200,0,11,12
80.91.33.133,0,0,404,337,5,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,404,336,1,12
80.91.33.133,0,0,404,337,5,12
80.91.33.133,0,0,404,338,5,12
5.9.121.213,0,1,404,360,108,12
80.91.33.133,0,0,404,340,6,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,404,338,5,12
87.233.229.242,0,1,404,338,8,12
80.91.33.133,0,0,404,340,1,12
93.180.71.3,0,0,404,341,0,12
91.118.44.34,0,1,304,0,4,12
91.118.44.34,0,1,304,0,4,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,404,339,5,12
91.118.44.34,0,1,304,0,4,12
172.20.20.30,0,1,404,336,4,12
80.91.33.133,0,0,404,338,1,12
91.118.44.34,0,1,304,0,4,12
80.91.33.133,0,0,404,340,8,12
54.82.177.99,0,1,200,2576,9,12
80.91.33.133,0,0,404,336,1,12
80.91.33.133,0,0,404,339,5,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,404,336,5,12
80.91.33.133,0,0,404,339,5,12
87.233.229.242,0,1,404,336,8,12
87.85.173.82,0,1,404,335,11,12
93.180.71.3,0,0,404,338,0,13
80.91.33.133,0,0,404,339,5,13
54.64.16.235,0,1,404,324,10,13
80.91.33.133,0,0,404,341,5,13
80.91.33.133,0,0,404,337,6,13
80.91.33.133,0,0,404,339,5,13
80.91.33.133,0,0,404,337,1,13
152.90.220.17,0,1,304,0,4,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,339,1,13
172.20.20.30,0,1,404,336,4,13
80.91.33.133,0,0,404,336,5,13
54.86.157.236,0,0,304,0,10,13
54.86.157.236,0,0,304,0,10,13
91.118.44.34,0,1,304,0,4,13
54.86.157.236,0,0,304,0,10,13
80.91.33.133,0,0,404,337,8,13
91.118.44.34,0,1,304,0,4,13
54.86.157.236,0,0,304,0,10,13
93.180.71.3,0,0,404,339,0,13
87.233.229.242,0,1,404,333,8,13
91.118.44.34,0,1,304,0,4,13
54.86.157.236,0,0,404,324,10,13
80.91.33.133,0,0,404,336,5,13
91.118.44.34,0,1,304,0,4,13
80.91.33.133,0,0,404,333,1,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,341,5,13
54.86.157.236,0,0,404,340,10,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,338,5,13
54.86.157.236,0,0,404,337,10,13
80.91.33.133,0,0,404,339,6,13
80.91.33.133,0,0,404,336,5,13
54.86.157.236,0,0,404,339,10,13
54.208.48.229,0,1,200,2576,9,13
80.91.33.133,0,0,404,339,1,13
54.86.157.236,0,0,404,336,10,13
87.85.173.82,0,1,404,325,11,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,336,5,13
93.180.71.3,0,0,404,336,0,13
172.20.20.30,0,1,404,333,4,13
54.86.157.236,0,0,404,341,10,13
80.91.33.133,0,0,404,336,1,13
54.86.157.236,0,0,404,338,10,13
54.64.16.235,0,1,404,337,10,13
80.91.33.133,0,0,404,339,8,13
54.86.157.236,0,0,404,339,10,13
54.86.157.236,0,0,404,336,10,13
80.91.33.133,0,0,404,333,5,13
54.86.157.236,0,0,404,336,10,13
80.91.33.133,0,0,404,341,5,13
91.118.44.34,0,1,304,0,4,13
54.86.157.236,0,0,404,333,10,13
80.91.33.133,0,0,404,339,5,13
91.118.44.34,0,1,304,0,4,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,338,5,13
80.91.33.133,0,0,404,341,5,13
80.91.33.133,0,0,404,336,6,13
93.180.71.3,0,0,404,336,0,13
91.118.44.34,0,1,304,0,4,13
91.118.44.34,0,1,304,0,4,13
87.85.173.82,0,1,404,327,11,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,336,1,13
80.91.33.133,0,0,404,333,5,13
80.91.33.133,0,0,404,336,1,13
54.183.135.30,0,0,404,318,6,13
80.91.33.133,0,0,404,336,8,13
80.91.33.133,0,0,404,333,5,13
93.180.71.3,0,0,404,333,0,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,338,5,13
80.91.33.133,0,0,404,333,5,13
87.85.173.82,0,1,404,326,11,13
80.91.33.133,0,0,404,341,6,13
54.64.16.235,0,1,404,337,10,13
80.91.33.133,0,0,404,338,5,13
80.91.33.133,0,0,404,339,5,13
80.91.33.133,0,0,404,333,5,13
152.90.220.18,0,0,304,0,4,13
54.183.135.30,0,0,304,0,6,13
80.91.33.133,0,0,404,333,1,13
80.91.33.133,0,0,404,341,1,13
91.118.44.34,0,1,404,337,4,13
91.118.44.34,0,1,404,337,4,13
91.118.44.34,0,1,404,337,4,13
91.118.44.34,0,1,404,337,4,13
80.91.33.133,0,0,404,341,8,13
87.85.173.82,0,1,404,318,11,13
80.91.33.133,0,0,404,336,5,13
54.183.135.30,0,0,304,0,6,13
80.91.33.133,0,0,404,339,5,13
80.91.33.133,0,0,404,338,6,13
80.91.33.133,0,0,404,339,5,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,338,1,13
87.85.173.82,1,1,200,0,11,13
54.64.16.235,0,1,404,336,10,13
200.6.73.40,0,0,304,0,4,13
80.91.33.133,0,0,404,338,8,13
5.150.194.11,0,0,200,3301,4,13
91.118.44.34,0,1,404,336,4,13
54.183.135.30,0,0,304,0,6,13
162.243.188.66,0,0,404,313,6,13
80.91.33.133,0,0,404,333,5,13
91.118.44.34,0,1,404,336,4,13
162.243.188.66,0,0,304,0,6,13
80.91.33.133,0,0,404,339,6,13
162.243.188.66,0,0,304,0,6,13
91.118.44.34,0,1,404,336,4,13
80.91.33.133,0,0,404,336,5,13
162.243.188.66,0,0,304,0,6,13
91.118.44.34,0,1,404,336,4,13
80.91.33.133,0,0,404,336,5,13
162.243.188.66,0,0,304,0,6,13
80.91.33.133,0,0,404,336,5,13
162.243.188.66,0,0,404,332,6,13
80.91.33.133,0,0,404,339,1,13
162.243.188.66,0,0,404,331,6,13
54.183.135.30,0,0,404,337,6,13
200.6.73.40,0,0,304,0,4,13
162.243.188.66,0,0,404,333,6,13
5.150.194.11,0,0,200,490,4,13
80.91.33.133,0,0,404,339,8,13
162.243.188.66,0,0,404,331,6,13
80.91.33.133,0,0,404,336,6,13
162.243.188.66,0,0,404,328,6,14
80.91.33.133,0,0,404,336,5,14
152.90.220.17,0,1,404,340,4,14
54.64.16.235,0,1,404,336,10,14
80.91.33.133,0,0,404,336,5,14
80.91.33.133,0,0,404,333,5,14
91.118.44.34,0,1,404,338,4,14
91.118.44.34,0,1,404,338,4,14
54.183.135.30,0,0,404,336,6,14
91.118.44.34,0,1,404,338,4,14
80.91.33.133,0,0,404,336,1,14
200.6.73.40,0,0,304,0,4,14
91.118.44.34,0,1,404,338,4,14
80.91.33.133,0,0,404,336,8,14
80.91.33.133,0,0,404,336,6,14
80.91.33.133,0,0,404,333,5,14
54.183.135.30,0,0,404,338,6,14
80.91.33.133,0,0,404,333,5,14
80.91.33.133,0,0,404,336,1,14
200.6.73.40,0,0,404,340,4,14
54.64.16.235,0,1,404,338,10,14
91.118.44.34,0,1,404,336,4,14
80.91.33.133,0,0,404,336,8,14
80.91.33.133,0,0,404,333,6,14
91.118.44.34,0,1,404,336,4,14
91.118.44.34,0,1,404,336,4,14
54.183.135.30,0,0,404,336,6,14
91.118.44.34,0,1,404,336,4,14
50.97.82.53,0,0,304,0,8,14
54.183.135.30,0,0,404,333,6,14
50.97.82.53,0,0,304,0,8,14
80.91.33.133,0,0,404,333,1,14
200.6.73.40,0,0,404,337,4,14
80.91.33.133,0,0,404,333,8,14
50.97.82.53,0,0,304,0,8,14
152.90.220.18,0,1,404,339,4,14
50.97.82.53,0,0,304,0,8,14
54.64.16.235,0,1,404,338,10,14
50.97.82.53,0,0,404,324,8,14
50.97.82.53,0,0,404,337,8,14
91.118.44.34,0,1,404,333,4,14
200.6.73.40,0,0,404,339,4,14
91.118.44.34,0,1,404,333,4,14
91.118.44.34,0,1,404,333,4,14
91.118.44.34,0,1,404,333,4,14
50.97.82.53,0,0,404,336,8,14
144.76.77.38,0,1,304,0,4,14
50.97.82.53,0,0,404,338,8,14
54.64.16.235,0,1,404,336,10,14
200.6.73.40,0,0,404,336,4,14
50.97.82.53,0,0,404,336,8,14
144.76.77.38,0,0,304,0,4,14
50.97.82.53,0,0,404,333,8,14
152.90.220.17,0,0,404,335,4,14
200.6.73.40,0,0,404,341,4,14
54.64.16.235,0,1,404,336,10,14
144.76.77.38,0,0,304,0,4,14
200.6.73.40,0,0,404,338,4,14
144.76.77.38,0,1,304,0,4,14
54.64.16.235,0,1,404,333,10,14
193.35.11.125,0,1,404,304,109,14
200.6.73.40,0,0,404,339,4,14
144.76.77.38,0,0,304,0,4,14
152.90.220.18,0,0,404,331,4,14
144.76.77.38,0,0,304,0,4,14
200.6.73.40,0,0,404,336,4,14
54.64.16.235,0,1,404,333,10,14
79.129.116.39,0,1,304,0,4,14
144.76.77.38,0,1,304,0,4,14
200.6.73.40,0,0,404,336,4,14
79.129.116.39,0,1,304,0,4,14
54.172.110.13,0,1,404,318,6,14
54.172.110.13,0,1,304,0,6,14
54.172.110.13,0,1,304,0,6,14
144.76.77.38,0,1,404,340,4,14
54.172.110.13,0,1,304,0,6,14
54.172.110.13,0,1,404,340,6,14
54.172.110.13,0,1,404,337,6,14
54.172.110.13,0,1,404,339,6,14
200.6.73.40,0,0,404,333,4,14
54.172.110.13,0,1,404,336,6,14
152.90.220.17,0,1,404,336,4,14
54.172.110.13,0,1,404,341,6,14
79.129.116.39,0,1,304,0,4,14
54.172.110.13,0,1,404,338,6,14
144.76.77.38,0,1,404,337,4,14
54.172.110.13,0,1,404,339,6,14
54.172.110.13,0,1,404,336,6,14
54.172.110.13,0,1,404,336,6,14
54.172.110.13,0,1,404,333,6,14
144.76.77.38,0,0,304,0,4,14
79.129.116.39,0,1,404,337,4,14
144.76.77.38,0,0,404,335,4,14
79.129.116.39,0,1,404,336,4,14
144.76.77.38,0,0,404,332,4,14
152.90.220.18,0,0,404,336,4,14
144.76.77.38,0,0,304,0,4,14
79.129.116.39,0,1,404,338,4,14
50.112.172.9,0,1,200,2576,9,14
144.76.77.38,0,0,404,340,4,14
79.129.116.39,0,1,404,336,4,14
89.113.16.17,0,1,200,490,63,14
144.76.77.38,0,0,404,337,4,14
152.90.220.17,0,1,404,341,4,14
54.235.32.75,0,0,404,318,6,14
54.235.32.75,0,0,200,490,6,14
54.235.32.75,0,0,304,0,6,14
54.235.32.75,0,0,404,346,6,14
54.235.32.75,0,0,404,337,6,14
79.129.116.39,0,1,404,333,4,14
54.235.32.75,0,0,404,339,6,14
54.235.32.75,0,0,404,336,6,14
144.76.77.38,0,1,404,339,4,15
54.235.32.75,0,0,404,338,6,15
54.235.32.75,0,0,404,338,6,15
84.208.15.12,0,0,304,0,0,15
144.76.77.38,0,1,404,336,4,15
54.235.32.75,0,0,404,340,6,15
54.235.32.75,0,0,404,336,6,15
54.235.32.75,0,0,304,0,6,15
84.208.15.12,0,0,304,0,0,15
54.235.32.75,0,0,404,333,6,15
89.113.16.17,0,1,200,1673,63,15
152.90.220.18,0,1,404,336,4,15
84.208.15.12,0,0,304,0,0,15
119.252.76.162,0,0,200,490,0,15
144.76.77.38,0,0,404,334,4,15
84.208.15.12,0,0,304,0,0,15
84.208.15.12,0,0,404,319,0,15
119.15.96.11,0,0,304,0,8,15
144.76.77.38,0,0,404,331,4,15
84.208.15.12,0,0,404,332,0,15
119.252.76.162,0,0,304,0,0,15
144.76.77.38,0,0,404,339,4,15
152.90.220.17,0,0,404,333,4,15
84.208.15.12,0,0,404,331,0,15
89.113.16.17,0,0,206,1,63,15
204.77.168.241,0,1,404,319,14,15
119.15.96.11,0,0,304,0,8,15
144.76.77.38,0,0,404,336,4,15
84.208.15.12,0,0,404,333,0,15
204.77.168.241,0,1,304,0,14,15
119.252.76.162,0,0,404,346,0,15
144.76.77.38,0,1,404,341,4,15
84.208.15.12,0,0,404,331,0,15
204.77.168.241,0,1,304,0,14,15
119.15.96.11,0,0,304,0,8,15
144.76.77.38,0,1,404,338,4,15
152.90.220.18,0,1,404,336,4,15
84.208.15.12,0,0,404,328,0,15
119.252.76.162,0,0,404,324,0,15
119.252.76.162,0,0,404,345,0,15
104.131.60.81,0,1,200,1768,107,15
204.77.168.241,0,1,304,0,14,15
144.76.77.38,0,0,404,336,4,15
193.234.242.134,0,1,404,318,6,15
119.15.96.11,0,0,304,0,8,15
144.76.77.38,0,0,404,333,4,15
119.15.96.11,0,0,404,324,8,15
193.234.242.134,0,1,304,0,6,15
204.77.168.241,0,1,304,0,14,15
89.113.16.17,0,0,206,1,63,15
193.234.242.134,0,1,304,0,6,15
144.76.77.38,0,0,404,341,4,15
119.252.76.162,0,0,404,339,0,15
119.252.76.162,0,0,404,338,0,15
193.234.242.134,0,1,304,0,6,15
152.90.220.17,0,0,404,334,4,15
204.77.168.241,0,1,404,325,14,15
119.15.96.11,0,0,404,340,8,15
144.76.77.38,0,0,404,338,4,15
193.234.242.134,0,1,404,340,6,15
119.252.76.162,0,0,404,340,0,15
144.76.77.38,0,1,404,339,4,15
119.252.76.162,0,0,404,337,0,15
119.252.76.162,0,0,404,338,0,15
204.77.168.241,0,1,404,338,14,15
204.77.169.137,0,1,404,319,16,15
204.77.169.137,0,1,404,319,16,15
204.77.168.241,0,1,404,319,14,15
89.113.16.17,0,0,206,1,63,15
193.234.242.134,0,1,404,337,6,15
119.15.96.11,0,0,404,337,8,15
152.90.220.18,0,0,404,328,4,15
144.76.77.38,0,1,404,336,4,15
204.77.169.137,0,1,304,0,16,15
204.77.169.137,0,1,304,0,16,15
193.234.242.134,0,1,404,339,6,15
204.77.168.241,0,1,304,0,14,15
204.77.168.241,0,1,404,337,14,15
119.252.76.162,0,0,404,337,0,15
144.76.77.38,0,0,404,334,4,15
204.77.169.137,0,1,304,0,16,15
204.77.169.137,0,1,304,0,16,15
